,Type,Price,Location,Baths,Area,Beds
305,Lower Portion,PKR2.5 Lakh,"Kalma Chowk, Lahore, Punjab",3,2 Kanal,3
306,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
307,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
308,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,5
309,Upper Portion,PKR1.3 Lakh,"DHA Defence, Lahore, Punjab",3,2 Kanal,3
310,House,PKR1.4 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
311,Flat,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",1,5.9 Marla,1
312,Upper Portion,PKR67 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
313,House,PKR1.4 Lakh,"DHA Defence, Lahore, Punjab",6,10 Marla,5
314,House,PKR2.6 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
315,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
316,Upper Portion,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
317,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",7,2 Kanal,6
318,House,PKR1.2 Lakh,"Faisal Town, Lahore, Punjab",5,10 Marla,5
319,House,PKR3 Lakh,"Gulberg, Lahore, Punjab",6,1 Kanal,5
320,House,PKR1.75 Lakh,"Valencia Housing Society, Lahore, Punjab",-,1 Kanal,-
321,Upper Portion,PKR35 Thousand,"Eden, Lahore, Punjab",-,5 Marla,-
322,Upper Portion,PKR45 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,5 Marla,-
323,Upper Portion,PKR45 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,5 Marla,-
324,House,PKR1.05 Lakh,"DHA 11 Rahbar, Lahore, Punjab",-,5 Marla,-
325,House,PKR95 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,5 Marla,-
326,Upper Portion,PKR40 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,8 Marla,-
327,Lower Portion,PKR45 Thousand,"DHA 11 Rahbar, Lahore, Punjab",-,8 Marla,-
328,House,PKR1.05 Lakh,"Valencia Housing Society, Lahore, Punjab",-,10 Marla,-
329,Flat,PKR35 Thousand,"Bahria Town, Lahore, Punjab",1,1.2 Marla,-
330,Upper Portion,PKR60 Thousand,"Abdalians Cooperative Housing Society, Lahore, Punjab",3,1 Kanal,2
331,Upper Portion,PKR75 Thousand,"Abdalians Cooperative Housing Society, Lahore, Punjab",4,1 Kanal,4
332,Lower Portion,PKR50 Thousand,"Johar Town, Lahore, Punjab",3,7.5 Marla,2
333,House,PKR1.1 Lakh,"PCSIR Housing Scheme, Lahore, Punjab",6,10 Marla,5
334,Upper Portion,PKR27 Thousand,"Jubilee Town, Lahore, Punjab",2,5 Marla,2
335,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
336,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
337,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
338,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
339,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
340,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
341,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
342,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
343,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
344,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
345,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
346,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
347,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
348,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
349,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
350,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
351,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
352,House,PKR1.9 Lakh,"Punjab University Employees Society, Lahore, Punjab",6,1 Kanal,6
353,Flat,PKR35 Thousand,"Faisal Town, Lahore, Punjab",2,5 Marla,3
354,Upper Portion,PKR70 Thousand,"Johar Town, Lahore, Punjab",3,1 Kanal,3
355,House,PKR1.4 Lakh,"Faisal Town, Lahore, Punjab",6,10 Marla,6
356,Lower Portion,PKR45 Thousand,"Faisal Town, Lahore, Punjab",1,10 Marla,1
357,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
358,House,PKR4.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
359,House,PKR4.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
360,House,PKR4.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
361,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
362,House,PKR4.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
363,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
364,House,PKR4.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
365,Upper Portion,PKR45 Thousand,"Raiwind Road, Lahore, Punjab",3,1 Kanal,3
366,Flat,PKR16 Thousand,"Canal View, Lahore, Punjab",1,3 Marla,1
367,House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
368,Room,PKR18 Thousand,"Model Town, Lahore, Punjab",1,1.3 Marla,1
369,Lower Portion,PKR1.6 Lakh,"Model Town, Lahore, Punjab",4,1 Kanal,4
370,Upper Portion,PKR1.05 Lakh,"Model Town, Lahore, Punjab",3,2 Kanal,3
371,Upper Portion,PKR1 Lakh,"Model Town, Lahore, Punjab",3,2 Kanal,3
372,Upper Portion,PKR55 Thousand,"Model Town, Lahore, Punjab",3,1 Kanal,3
373,House,PKR2 Lakh,"Model Town, Lahore, Punjab",4,1 Kanal,4
374,House,PKR3 Lakh,"Model Town, Lahore, Punjab",5,1.2 Kanal,5
375,House,PKR2.5 Lakh,"Model Town, Lahore, Punjab",5,1 Kanal,5
376,Flat,PKR64 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
377,House,PKR65 Thousand,"Bahria Nasheman, Lahore, Punjab",6,8 Marla,5
378,House,PKR49.5 Thousand,"Canal Garden, Lahore, Punjab",-,5 Marla,-
379,Lower Portion,PKR40 Thousand,"Canal Garden, Lahore, Punjab",2,10 Marla,2
380,House,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
381,House,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
382,House,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
383,House,PKR65 Thousand,"Defence Road, Lahore, Punjab",5,6 Marla,5
384,Lower Portion,PKR25 Thousand,"Jubilee Town, Lahore, Punjab",2,5 Marla,2
385,House,PKR68 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
386,Lower Portion,PKR65 Thousand,"Johar Town, Lahore, Punjab",3,10 Marla,3
387,House,PKR66 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
388,House,PKR64 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
389,House,PKR62 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
390,Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
391,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
392,House,PKR40 Thousand,"Jubilee Town, Lahore, Punjab",3,3 Marla,3
393,House,PKR80 Thousand,"Bahria Town, Lahore, Punjab",5,10 Marla,5
394,House,PKR2.3 Lakh,"Model Town, Lahore, Punjab",5,1 Kanal,5
395,Upper Portion,PKR50 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
396,Upper Portion,PKR65 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
397,House,PKR1.6 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
398,House,PKR70 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
399,House,PKR4.5 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,5
400,House,PKR2.1 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
401,House,PKR90 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
402,House,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
403,Lower Portion,PKR1.3 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,2
404,Lower Portion,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,4
405,Upper Portion,PKR65 Thousand,"Model Town, Lahore, Punjab",4,15 Marla,3
406,Flat,PKR30 Thousand,"Bahria Town, Lahore, Punjab",1,2.1 Marla,1
407,Flat,PKR85 Thousand,"Askari, Lahore, Punjab",4,12 Marla,5
408,Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
409,House,PKR2 Lakh,"Askari, Lahore, Punjab",6,1 Kanal,5
410,Upper Portion,PKR40 Thousand,"LDA Avenue, Lahore, Punjab",2,10 Marla,2
411,House,PKR55 Thousand,"Habib Homes, Lahore, Punjab",5,5 Marla,4
412,House,PKR95 Thousand,"Allama Iqbal Town, Lahore, Punjab",4,7 Marla,3
413,House,PKR80 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
414,House,PKR1.6 Lakh,"Askari, Lahore, Punjab",5,17 Marla,4
415,Upper Portion,PKR45 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
416,Flat,PKR30 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
417,Flat,PKR12 Thousand,"Abbot Road, Lahore, Punjab",-,1 Marla,1
418,Flat,PKR12 Thousand,"Abbot Road, Lahore, Punjab",-,1 Marla,1
419,House,PKR1 Lakh,"Askari, Lahore, Punjab",5,10 Marla,4
420,House,PKR55 Thousand,"Valencia Housing Society, Lahore, Punjab",4,5 Marla,3
421,Upper Portion,PKR45 Thousand,"Davis Road, Lahore, Punjab",-,10 Marla,2
422,Upper Portion,PKR60 Thousand,"Davis Road, Lahore, Punjab",-,1.5 Kanal,3
423,Room,PKR20 Thousand,"Gulberg, Lahore, Punjab",1,2 Marla,-
424,House,PKR50 Thousand,"Davis Road, Lahore, Punjab",-,4 Marla,2
425,House,PKR50 Thousand,"Davis Road, Lahore, Punjab",-,4 Marla,2
426,Flat,PKR40 Thousand,"Abbot Road, Lahore, Punjab",-,4 Marla,2
427,House,PKR65 Thousand,"Bahria Town, Lahore, Punjab",4,5 Marla,3
428,House,PKR80 Thousand,"Bahria Town, Lahore, Punjab",3,6 Marla,3
429,House,PKR25 Thousand,"Taj Bagh Scheme, Lahore, Punjab",4,3 Marla,3
430,Lower Portion,PKR45 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,10 Marla,2
431,Flat,PKR60 Thousand,"Rehman Gardens, Lahore, Punjab",3,10 Marla,3
432,Upper Portion,PKR1.8 Lakh,"DHA Defence, Lahore, Punjab",3,2 Kanal,3
433,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
434,House,PKR29 Thousand,"Al-Hamd Park, Lahore, Punjab",2,2 Marla,4
435,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
436,Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
437,Upper Portion,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
438,Upper Portion,PKR95 Thousand,"DHA Defence, Lahore, Punjab",3,2 Kanal,3
439,Flat,PKR60 Thousand,"Rehman Gardens, Lahore, Punjab",3,7 Marla,3
440,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
441,Lower Portion,PKR1.15 Lakh,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
442,Upper Portion,PKR67 Thousand,"Valencia Housing Society, Lahore, Punjab",4,1 Kanal,3
443,Upper Portion,PKR75 Thousand,"Sui Gas Housing Society, Lahore, Punjab",3,1.2 Kanal,3
444,Upper Portion,PKR80 Thousand,"PIA Housing Scheme, Lahore, Punjab",3,1 Kanal,3
445,Upper Portion,PKR30 Thousand,"IEP Engineers Town, Lahore, Punjab",3,1 Kanal,3
446,Upper Portion,PKR55 Thousand,"IEP Engineers Town, Lahore, Punjab",3,1 Kanal,3
447,Upper Portion,PKR55 Thousand,"IEP Engineers Town, Lahore, Punjab",3,1 Kanal,3
448,Upper Portion,PKR55 Thousand,"IEP Engineers Town, Lahore, Punjab",3,1 Kanal,3
449,Upper Portion,PKR55 Thousand,"IEP Engineers Town, Lahore, Punjab",3,1 Kanal,3
450,Upper Portion,PKR30 Thousand,"IEP Engineers Town, Lahore, Punjab",3,1 Kanal,3
451,Upper Portion,PKR65 Thousand,"UET Housing Society, Lahore, Punjab",3,1 Kanal,3
452,Flat,PKR80 Thousand,"Bahria Town, Lahore, Punjab",2,5.3 Marla,2
453,Upper Portion,PKR40 Thousand,"Wapda Town, Lahore, Punjab",2,10 Marla,2
454,Upper Portion,PKR40 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,2
455,Lower Portion,PKR38 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,2
456,Lower Portion,PKR60 Thousand,"Johar Town, Lahore, Punjab",2,12 Marla,2
457,House,PKR1 Lakh,"Punjab University Employees Society, Lahore, Punjab",3,14 Marla,4
458,Upper Portion,PKR60 Thousand,"Johar Town, Lahore, Punjab",2,12 Marla,2
459,Upper Portion,PKR50 Thousand,"Wapda Town, Lahore, Punjab",3,10 Marla,5
460,House,PKR80 Thousand,"Johar Town, Lahore, Punjab",5,5 Marla,5
461,House,PKR1.3 Lakh,"Johar Town, Lahore, Punjab",5,8 Marla,5
462,House,PKR1.2 Lakh,"Johar Town, Lahore, Punjab",4,12 Marla,4
463,Upper Portion,PKR45 Thousand,"Model Town, Lahore, Punjab",2,10 Marla,2
464,House,PKR1.75 Lakh,"Valencia Housing Society, Lahore, Punjab",6,1 Kanal,6
465,Upper Portion,PKR55 Thousand,"Park View City, Lahore, Punjab",3,7 Marla,3
466,Flat,PKR55 Thousand,"Bahria Town, Lahore, Punjab",1,2.7 Marla,1
467,Flat,PKR72 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
468,Upper Portion,PKR55 Thousand,"Park View City, Lahore, Punjab",4,10 Marla,4
469,Flat,PKR72 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
470,Upper Portion,PKR50 Thousand,"Park View City, Lahore, Punjab",3,10 Marla,3
471,House,PKR1.35 Lakh,"Allama Iqbal Town, Lahore, Punjab",6,1 Kanal,6
472,House,PKR1.4 Lakh,"Bahria Town, Lahore, Punjab",5,10 Marla,5
473,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
474,House,PKR1.5 Lakh,"PCSIR Staff Colony, Lahore, Punjab",-,1 Kanal,-
475,House,PKR23 Thousand,"Model Town, Lahore, Punjab",2,3 Marla,2
476,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
477,House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
478,Flat,PKR35 Thousand,"Johar Town, Lahore, Punjab",1,2.2 Marla,1
479,House,PKR3.5 Lakh,"Cantt, Lahore, Punjab",8,2 Kanal,8
480,House,PKR80 Thousand,"Eden Avenue Extension, Lahore, Punjab",3,10 Marla,3
481,Flat,PKR75 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
482,Flat,PKR75 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
483,Flat,PKR90 Thousand,"Askari, Lahore, Punjab",5,12 Marla,4
484,Flat,PKR70 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
485,Flat,PKR80 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
486,Flat,PKR70 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
487,House,PKR70 Thousand,"Airport Road, Lahore, Punjab",3,8 Marla,3
488,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",-,1 Kanal,5
489,Upper Portion,PKR45 Thousand,"Davis Road, Lahore, Punjab",-,10 Marla,2
490,Upper Portion,PKR45 Thousand,"Davis Road, Lahore, Punjab",-,10 Marla,2
491,Upper Portion,PKR60 Thousand,"Davis Road, Lahore, Punjab",-,1.5 Kanal,3
492,House,PKR50 Thousand,"Davis Road, Lahore, Punjab",-,4 Marla,2
493,House,PKR50 Thousand,"Davis Road, Lahore, Punjab",-,4 Marla,2
494,Flat,PKR40 Thousand,"Abbot Road, Lahore, Punjab",-,4 Marla,2
495,Upper Portion,PKR45 Thousand,"Davis Road, Lahore, Punjab",-,10 Marla,2
496,Upper Portion,PKR60 Thousand,"Davis Road, Lahore, Punjab",-,1.5 Kanal,3
497,Upper Portion,PKR45 Thousand,"Davis Road, Lahore, Punjab",-,10 Marla,2
498,House,PKR1 Lakh,"Central Park Housing Scheme, Lahore, Punjab",7,1 Kanal,5
499,Flat,PKR1.1 Lakh,"Askari, Lahore, Punjab",3,10 Marla,3
500,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
501,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
502,House,PKR65 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
503,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
504,House,PKR90 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
505,Upper Portion,PKR45 Thousand,"Paragon City, Lahore, Punjab",2,10 Marla,2
506,Lower Portion,PKR20 Thousand,"Sabzazar Scheme, Lahore, Punjab",1,4 Marla,1
507,Lower Portion,PKR70 Thousand,"Paragon City, Lahore, Punjab",4,10 Marla,3
508,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
509,House,PKR7 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,6
510,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
511,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
512,House,PKR2.25 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
513,House,PKR2.3 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
514,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
515,House,PKR2.8 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
516,House,PKR3 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
517,House,PKR3.25 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
518,House,PKR1.45 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
519,House,PKR1.8 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
520,Upper Portion,PKR1.25 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
521,Upper Portion,PKR90 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
522,Upper Portion,PKR1.15 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
523,House,PKR7 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,6
524,House,PKR6 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,6
525,Lower Portion,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
526,House,PKR6 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,6
527,Upper Portion,PKR30 Thousand,"Paragon City, Lahore, Punjab",3,4 Marla,3
528,Upper Portion,PKR55 Thousand,"Paragon City, Lahore, Punjab",3,10 Marla,3
529,House,PKR60 Thousand,"Paragon City, Lahore, Punjab",4,5 Marla,3
530,House,PKR1.1 Lakh,"Paragon City, Lahore, Punjab",5,10 Marla,5
531,Upper Portion,PKR45 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
532,Upper Portion,PKR40 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,3
533,Lower Portion,PKR55 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2
534,Lower Portion,PKR70 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2
535,Upper Portion,PKR65 Thousand,"Wapda Town, Lahore, Punjab",3,1 Kanal,3
536,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",7,1 Kanal,6
537,Flat,PKR65 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
538,Upper Portion,PKR45 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2
539,House,PKR87 Thousand,"Bahria Town, Lahore, Punjab",7,10 Marla,5
540,House,PKR55 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2
541,Lower Portion,PKR55 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,10 Marla,2
542,House,PKR90 Thousand,"Allama Iqbal Town, Lahore, Punjab",4,10 Marla,5
543,House,PKR4 Lakh,"Allama Iqbal Town, Lahore, Punjab",7,1 Kanal,7
544,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,2
545,House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",3,5 Marla,3
546,Upper Portion,PKR75 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
547,Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
548,Upper Portion,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
549,Upper Portion,PKR30 Thousand,"Park View City, Lahore, Punjab",2,5 Marla,2
550,Upper Portion,PKR30 Thousand,"Park View City, Lahore, Punjab",2,5 Marla,2
551,House,PKR60 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
552,House,PKR60 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
553,Upper Portion,PKR30 Thousand,"Park View City, Lahore, Punjab",2,5 Marla,2
554,House,PKR60 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
555,House,PKR60 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
556,House,PKR60 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
557,House,PKR50 Thousand,"Park View City, Lahore, Punjab",2,5 Marla,2
558,House,PKR55 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
559,Upper Portion,PKR55 Thousand,"Park View City, Lahore, Punjab",2,10 Marla,2
560,House,PKR1.1 Lakh,"Park View City, Lahore, Punjab",5,10 Marla,5
561,House,PKR1.2 Lakh,"Park View City, Lahore, Punjab",5,10 Marla,5
562,House,PKR60 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
563,House,PKR52 Thousand,"Park View City, Lahore, Punjab",2,10 Marla,2
564,House,PKR50 Thousand,"Park View City, Lahore, Punjab",2,5 Marla,2
565,House,PKR55 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
566,Upper Portion,PKR55 Thousand,"Park View City, Lahore, Punjab",2,10 Marla,2
567,House,PKR1.2 Lakh,"Park View City, Lahore, Punjab",5,10 Marla,5
568,House,PKR1.1 Lakh,"Park View City, Lahore, Punjab",5,10 Marla,5
569,House,PKR60 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
570,House,PKR52 Thousand,"Park View City, Lahore, Punjab",2,10 Marla,2
571,Upper Portion,PKR50 Thousand,"Park View City, Lahore, Punjab",2,5 Marla,2
572,House,PKR55 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
573,Upper Portion,PKR55 Thousand,"Park View City, Lahore, Punjab",2,10 Marla,2
574,House,PKR1.2 Lakh,"Park View City, Lahore, Punjab",5,10 Marla,5
575,House,PKR1.1 Lakh,"Park View City, Lahore, Punjab",5,10 Marla,5
576,House,PKR60 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
577,House,PKR60 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
578,House,PKR52 Thousand,"Park View City, Lahore, Punjab",2,10 Marla,2
579,House,PKR95 Thousand,"Bahria Town, Lahore, Punjab",5,10 Marla,4
580,Upper Portion,PKR40 Thousand,"Bahria Town, Lahore, Punjab",4,8 Marla,4
581,Upper Portion,PKR55 Thousand,"Valencia Housing Society, Lahore, Punjab",3,1 Kanal,3
582,Lower Portion,PKR48 Thousand,"Valencia Housing Society, Lahore, Punjab",2,10 Marla,2
583,Flat,PKR42 Thousand,"Allama Iqbal Town, Lahore, Punjab",2,4 Marla,2
584,Lower Portion,PKR65 Thousand,"Bahria Orchard, Lahore, Punjab",4,1 Kanal,2
585,Upper Portion,PKR35 Thousand,"Audit & Accounts Housing Society, Lahore, Punjab",3,8 Marla,2
586,Flat,PKR68 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
587,Flat,PKR70 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
588,Flat,PKR72 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
589,Flat,PKR74 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
590,Flat,PKR76 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
591,Flat,PKR78 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
592,Flat,PKR75 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
593,Flat,PKR68 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
594,Flat,PKR70 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
595,Flat,PKR74 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
596,Flat,PKR75 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
597,Upper Portion,PKR33 Thousand,"PAF Colony, Lahore, Punjab",3,7 Marla,3
598,Upper Portion,PKR33 Thousand,"PAF Colony, Lahore, Punjab",3,7 Marla,3
599,Flat,PKR72 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
600,Flat,PKR66 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
601,Flat,PKR65 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
602,Flat,PKR80 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
603,Flat,PKR80 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
604,Flat,PKR75 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
605,Flat,PKR40 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
606,House,PKR1.25 Lakh,"OPF Housing Scheme, Lahore, Punjab",6,10 Marla,5
607,Room,PKR15 Thousand,"BOR - Board of Revenue Housing Society, Lahore, Punjab",1,3 Marla,1
608,House,PKR48 Thousand,"Wapda Town, Lahore, Punjab",2,10 Marla,2
609,Lower Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",4,8 Marla,3
610,House,PKR90 Thousand,"Valencia Housing Society, Lahore, Punjab",4,8 Marla,3
611,Flat,PKR40 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
612,Flat,PKR40 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
613,Upper Portion,PKR35 Thousand,"Bahria Orchard, Lahore, Punjab",4,8 Marla,3
614,House,PKR40 Thousand,"GT Road, Lahore, Punjab",4,5 Marla,3
